
ID;DATE;CH4;CO2;O2;BALANCE;CH4 %LEL;BARO;TEMPERATURE;REL.PRESSURE;REL.PRESSURE2;TECH.ID;INTERNAL FLOW;H2S;STATIC PRESSURE;DIFFERENTIAL PRESSURE;FLOW CALC;SYS-P;ADJ-SP;ADJ-DP;ADJ-TEMP;ADJ-FLOW;ADJ-POWER;INI-SP;INI-DP;INI-TEMP;INI-FLOW;INI-POWER;CHOSEN 1;CHOSEN 2;CH4/CO2;Res Nitrogen;FLOW;SP;DP;LOCATION DIFFERENCE
;;%;%;%;%;%;mb;DegC;mb;mb;;;ppm;;;;mb;mb;mb;DegC;m3/h;kW;mb;mb;DegC;m3/h;kW;;;%;%;;;;m
"M2S11P01";6/5/2020 15:17:07;57,3;40,9;1,3;0,5;">>>>";1025;;;;"3___";;45;;;;;-14,71;14,155;0;0;0;-6,75;6,864;0;0;0;"20%";;1,4;0,0;;;;N/A;
"M2S11P17";6/5/2020 15:21:56;46,5;27,6;0;25,9;">>>>";1026;;;;"3___";;15;;;;;-15,62;14,875;0;0;0;175;"<<<<";0;0;0;"20%";;1,68;25,9;;;;N/A;
"M2S11P05";6/5/2020 15:25:50;55,9;40,2;1,5;2,4;">>>>";1025;;;;"3___";;76;;;;;-20,09;19,435;0;0;0;-17,27;17,039;0;0;0;"20%";;1,39;0,0;;;;N/A;
"M2S11P06";6/5/2020 15:27:05;37,2;27,4;6,2;29,2;">>>>";1024;;;;"3___";;28;;;;;;;;;;;;;;;;;1,36;5,76;;;;N/A;
"M2S11P06";6/5/2020 15:31:04;37,6;27,8;6,3;28,3;">>>>";1024;;;;"3___";;24;;;;;-4,46;5,167;0;0;0;-144,68;">>>>";0;0;0;"20%";;1,35;4,49;;;;N/A;
"M2S11P07";6/5/2020 15:33:31;50,9;36,8;3;9,3;">>>>";1024;;;;"3___";;81;;;;;-0,05;0,345;0;0;0;-145,72;">>>>";0;0;0;"20%";;1,38;0,0;;;;N/A;
"M2S11P18";6/5/2020 15:35:59;63;44,5;0;0;">>>>";1025;;;;"3___";;233;;;;;-6,4;5,252;0;0;0;12;-12,207;0;0;0;"20%";;1,42;0,0;;;;N/A;
"M2S11P19";6/5/2020 15:37:13;44,5;25,9;6,1;23,5;">>>>";1024;;;;"3___";;38;;;;;;;;;;;;;;;;;1,72;0,44;;;;N/A;
"M2S11P19";6/5/2020 15:38:36;44,3;26,3;6,2;23,2;">>>>";1024;;;;"3___";;33;;;;;0,03;0,217;0;0;0;-153,22;">>>>";0;0;0;"20%";;1,68;0,0;;;;N/A;
"M2S11P20";6/5/2020 15:41:09;46,5;34,5;4;15;">>>>";1025;;;;"3___";;18;;;;;-16,3;18,117;0;0;0;-36,76;">>>>";0;0;0;"20%";;1,35;0,0;;;;N/A;
"M2S11P21";6/5/2020 15:44:45;50,9;32,1;3,5;13,5;">>>>";1025;;;;"3___";;9;;;;;-135,22;">>>>";0;0;0;-1,05;1,032;0;0;0;"50%";;1,59;0,27;;;;N/A;
"M2S11P08";6/5/2020 15:47:02;30,7;23,8;8,9;36,6;">>>>";1025;;;;"3___";;26;;;;;-9,57;9,191;0;0;0;-18,33;17,715;0;0;0;"20%";;1,29;2,96;;;;N/A;
"M2S11P09";6/5/2020 15:48:15;14,7;8,5;15,7;61,1;">>>>";1024;;;;"3___";;12;;;;;;;;;;;;;;;;;1,73;1,75;;;;N/A;
"M2S11P09";6/5/2020 15:49:14;14,6;8,4;15,8;61,2;">>>>";1024;;;;"3___";;12;;;;;-0,05;0,1;0;0;0;-139,55;">>>>";0;0;0;"0%";;1,74;1,48;;;;N/A;
"M2S11P10";6/5/2020 15:51:42;62,5;44,7;0,1;0;">>>>";1025;;;;"3___";;78;;;;;-9,13;9,269;0;0;0;-5,94;5,779;0;0;0;"20%";;1,4;0,0;;;;N/A;
"M2S11K01";6/5/2020 15:52:32;52,3;39,5;4,6;3,6;">>>>";1024;;;;"3___";;71;;;;;;;;;;;;;;;;;1,32;0,0;;;;N/A;
"M2S11K01";6/5/2020 15:53:21;50,8;38,5;2,7;8;">>>>";1024;;;;"3___";;81;;;;;-156,91;">>>>";0;;"N/A";-154,44;">>>>";0;;"N/A";;;1,32;0,0;;;;N/A;
"M2S11K01";6/5/2020 16:00:37;54,2;40,8;1,4;3,6;">>>>";1022;;;;"3___";;97;;;;;-163,79;0,144;0;366,1;2077,6;-162,69;0,152;0;376,5;2136,7;;;1,33;0,0;;;;N/A;
"M1H01K01";6/5/2020 16:08:57;52,7;39,3;2;6;">>>>";1026;;;;"3___";;64;;;;;-79,11;0,589;0;2036,9;9999;-80,6;0,601;0;2056,5;9999;;;1,34;0,0;;;;N/A;
"M1S15P16";7/5/2020 13:52:10;33,7;30,1;4,5;31,7;">>>>";1024;;;;"3___";;48;;;;;-1,27;1,318;0;0;0;-29,32;">>>>";0;0;0;"20%";;1,12;14,69;;;;N/A;
"M1S15P20";7/5/2020 14:00:29;39,7;29,9;3,9;26,5;">>>>";1023;;;;"3___";;39;;;;;-4,3;4,875;0;0;0;-37,42;">>>>";0;0;0;"20%";;1,33;11,76;;;;N/A;
"M1S15P25";7/5/2020 14:03:34;34,5;26,8;5,5;33,2;">>>>";1023;;;;"3___";;47;;;;;-1,94;1,686;0;0;0;-4,91;5,015;0;0;0;"20%";;1,29;12,41;;;;N/A;
"M1S15P73";7/5/2020 14:17:33;54,6;43;0;2,4;">>>>";1023;;;;"3___";;105;;;;;-0,34;0,675;0;0;0;1,91;-1,712;0;0;0;"20%";;1,27;2,4;;;;N/A;
"M1S15P58";7/5/2020 14:23:41;54,5;42,9;0;2,6;">>>>";1023;;;;"3___";;138;;;;;-7;7,373;0;0;"N/A";9,38;-9,144;0;0;0;"20%";;1,27;2,6;;;;N/A;
"M1S15P23";7/5/2020 14:25:58;53,1;41,1;0,3;5,5;">>>>";1023;;;;"3___";;72;;;;;-13,31;14,211;0;0;0;-6,58;6,893;0;0;0;"20%";;1,29;4,37;;;;N/A;
"M1S15P51";7/5/2020 14:28:35;56;42,3;0;1,7;">>>>";1023;;;;"3___";;121;;;;;-3,42;3,966;0;0;0;1,68;-1,551;0;0;0;"20%";;1,32;1,7;;;;N/A;
"M1S15P22";7/5/2020 14:32:02;54,6;40,7;0,2;4,5;">>>>";1022;;;;"3___";;59;;;;;-7,56;7,105;0;0;0;-3,06;3,273;0;0;0;"20%";;1,34;3,74;;;;N/A;
"M1S15P21";7/5/2020 14:35:49;54,3;40,6;0,2;4,9;">>>>";1022;;;;"3___";;82;;;;;-10,28;10,225;0;0;0;-6,87;6,999;0;0;0;"20%";;1,34;4,14;;;;N/A;
"M1S15P26";7/5/2020 14:38:29;50,7;41;0;8,3;">>>>";1022;;;;"3___";;65;;;;;-8,18;8,41;0;0;0;-3,06;3,242;0;0;0;"20%";;1,24;8,3;;;;N/A;
"M1S15P30";7/5/2020 14:43:02;25,6;25,5;2,7;46,2;">>>>";1022;;;;"3___";;12;;;;;0,19;0,016;0;0;0;-2,18;2,331;0;0;0;"0%";;1,0;35,99;;;;N/A;
"M1S15P28";7/5/2020 14:46:18;41,4;33,3;1,6;23,7;">>>>";1022;;;;"3___";;10;;;;;-2,6;2,596;0;0;0;-2,73;2,912;0;0;0;"20%";;1,24;17,65;;;;N/A;
"M1S15P32";7/5/2020 14:51:40;56,1;41,7;0;2,2;">>>>";1042;;;;"3___";;188;;;;;-5,09;5,189;0;0;0;9,12;-8,834;0;0;0;"20%";;1,35;2,2;;;;N/A;
"M1S15P17";7/5/2020 14:55:19;54,7;43,6;0;1,7;">>>>";1023;;;;"3___";;159;;;;;-17,92;17,471;0;0;0;-4,62;4,821;0;0;0;"20%";;1,25;1,7;;;;N/A;
"M1S15P18";7/5/2020 14:58:15;56,7;40,2;0;3,1;">>>>";1023;;;;"3___";;152;;;;;0;0,303;0;0;0;13,06;-12,813;0;0;0;"20%";;1,41;3,1;;;;N/A;
"M1S15P19";7/5/2020 15:00:34;53,3;39,8;0,7;6,2;">>>>";1023;;;;"3___";;34;;;;;-5,99;6,156;0;0;0;-2,25;2,457;0;0;0;"20%";;1,34;3,55;;;;N/A;
"M1S15P15";7/5/2020 15:03:50;52,5;40,2;0,1;7,2;">>>>";1023;;;;"3___";;84;;;;;-4,72;4,964;0;0;0;-0,66;0,651;0;0;0;"20%";;1,31;6,82;;;;N/A;
"M1H01K01";8/5/2020 08:09:40;43,6;34,5;2,6;19,3;">>>>";1023;;;;"3___";;46;;;;;-128,35;0,827;0;2335,6;9999;-127,69;0,817;0;2327,2;9999;;;1,26;9,47;;;;N/A;
"M1H01K02";8/5/2020 08:17:08;41,7;34;2,3;22;">>>>";1022;;;;"3___";;51;;;;;-119,29;0,058;0;622,6;2717,2;-119,14;0,058;0;622,7;2717,5;;;1,23;13,31;;;;N/A;
"M1H02K01";8/5/2020 08:20:53;44,9;35;2,7;17,4;">>>>";1022;;;;"3___";;47;;;;;-120,32;0,309;0;1435,5;6753,2;-120,04;0,302;0;1420,3;6681,5;;;1,28;7,19;;;;N/A;
"M2H01K01";8/5/2020 08:46:50;48,6;39;1,3;11,1;">>>>";1023;;;;"3___";;32;;;;;;;;;;;;;;;;;1,25;6,19;;;;N/A;
"M2H01K01";8/5/2020 08:47:46;48;38,7;1,4;11,9;">>>>";1023;;;;"3___";;32;;;;;-207,02;">>>>";0;;"N/A";-207,67;">>>>";0;;"N/A";;;1,24;6,61;;;;N/A;
"M1S11P19";8/5/2020 09:04:34;55,9;42,8;0;1,3;">>>>";1021;;;;"3___";;56;;;;;-1,5;1,799;0;0;0;14,31;-14,32;0;0;0;"20%";;1,31;1,3;;;;N/A;
"M1S11P20";8/5/2020 09:07:30;55,4;42,7;0;1,9;">>>>";1021;;;;"3___";;76;;;;;-11,16;11,964;0;0;0;-6,87;6,68;0;0;0;"20%";;1,3;1,9;;;;N/A;
"M1S11P16";8/5/2020 09:09:16;53,3;41,5;0;5,2;">>>>";1021;;;;"3___";;56;;;;;-9,85;10,012;0;0;0;-3,37;3,212;0;0;0;"20%";;1,28;5,2;;;;N/A;
"M1S11P21";8/5/2020 09:11:15;53,2;41,1;0,1;5,6;">>>>";1020;;;;"3___";;68;;;;;-39,12;">>>>";0;0;0;-21;20,924;0;0;0;"30%";;1,29;5,22;;;;N/A;
"M1S11P22";8/5/2020 09:15:18;43;33,7;2,9;20,4;">>>>";1021;;;;"3___";;89;;;;;-7,13;7,038;0;0;0;-17,34;17,35;0;0;0;"20%";;1,28;9,44;;;;N/A;
"M1S11P17";8/5/2020 09:17:30;52,4;41,1;0,8;5,7;">>>>";1021;;;;"3___";;109;;;;;-96,71;">>>>";0;0;0;-88,46;">>>>";0;0;0;"100%";;1,27;2,68;;;;N/A;
"M1S11P25";8/5/2020 09:41:21;52;41,1;0,7;6,2;">>>>";1021;;;;"3___";;66;;;;;-78,42;">>>>";0;0;0;-78,42;">>>>";0;0;0;"50%";;1,27;3,55;;;;N/A;
"M1S11P26";8/5/2020 09:44:52;45,5;37,1;1,6;15,8;">>>>";1021;;;;"3___";;12;;;;;-55,57;">>>>";0;0;0;-59,73;">>>>";0;0;0;"50%";;1,23;9,75;;;;N/A;
"M1S11P27";8/5/2020 09:46:24;48,3;39,6;1;11,1;">>>>";1021;;;;"3___";;68;;;;;-19,14;19,955;0;0;0;-13,58;13,514;0;0;0;"20%";;1,22;7,32;;;;N/A;
"M1S11P18";8/5/2020 09:51:37;28,7;23,4;6,3;41,6;">>>>";1021;;;;"3___";;34;;;;;-2,06;1,911;0;0;0;-64,93;">>>>";0;0;0;"20%";;1,23;17,79;;;;N/A;
"M1S11P48";8/5/2020 09:54:35;55,7;41,9;0,1;2,3;">>>>";1020;;;;"3___";;107;;;;;-4,52;4,444;0;0;0;-1,91;1,817;0;0;0;"20%";;1,33;1,92;;;;N/A;
"M1S11P34";8/5/2020 10:18:04;56,7;41,5;0,3;1,5;">>>>";1020;;;;"3___";;130;;;;;;;;;;;;;;;;;1,37;0,37;;;;N/A;
"M1S11P34";8/5/2020 10:19:22;56,9;41,7;0,1;1,3;">>>>";1020;;;;"3___";;146;;;;;-1,28;1,243;0;0;0;0,03;-0,021;0;0;0;"20%";;1,36;0,92;;;;N/A;
"M1S11P28";8/5/2020 10:22:06;14,6;10,8;14,5;60,1;">>>>";1021;;;;"3___";;28;;;;;-0,03;-0,015;0;0;0;-0,09;-0,017;0;0;0;"0%";;1,35;5,29;;;;N/A;
"M1S11P34";8/5/2020 10:24:26;19,9;25,5;0;54,6;">>>>";1021;;;;"3___";;794;;;;;1,07;-1,186;0;0;0;-0,08;0,002;0;0;0;"0%";;0,78;54,6;;;;N/A;
"M1S11P36";8/5/2020 10:30:18;44,7;35,7;0;19,6;">>>>";1021;;;;"3___";;1203;;;;;-0,32;0,371;0;0;0;0;-0,016;0;0;0;"20%";;1,25;19,6;;;;N/A;
"M1S11P30";8/5/2020 10:33:38;48,1;35,1;2;14,8;">>>>";1020;;;;"3___";;273;;;;;-85,2;">>>>";0;0;0;-109,66;">>>>";0;0;0;"50%";;1,37;7,24;;;;N/A;
"M1S11P37";8/5/2020 10:38:16;48,1;38,3;0,3;13,3;">>>>";1020;;;;"3___";;109;;;;;-0,22;0,32;0;0;0;-0,06;0,048;0;0;0;"20%";;1,26;12,17;;;;N/A;
"M1S11P40";8/5/2020 10:42:27;57,9;43,3;0;0;">>>>";1019;;;;"3___";;109;;;;;-0,13;0,393;0;0;0;0,26;-0,243;0;0;0;"20%";;1,34;0,0;;;;N/A;
"M1S11P39";8/5/2020 10:44:46;56,6;41,5;0;1,9;">>>>";1020;;;;"3___";;284;;;;;-0,44;0,611;0;0;0;-0,02;-0,007;0;0;0;"20%";;1,36;1,9;;;;N/A;
"M1S11P31";8/5/2020 10:47:43;11,9;8,4;15,2;64,5;">>>>";1020;;;;"3___";;55;;;;;0,19;-0,946;0;0;0;-8,02;7,685;0;0;0;"0%";;1,42;7,04;;;;N/A;
"M1S11P42";8/5/2020 10:50:33;9,1;7;15,9;68;">>>>";1020;;;;"3___";;15;;;;;1,46;-1,546;0;0;0;-1,2;1,26;0;0;0;"0%";;1,3;7,9;;;;N/A;
"M1S11P43";8/5/2020 10:52:51;46,7;37,8;0;15,5;">>>>";1020;;;;"3___";;14;;;;;-0,13;0,225;0;0;0;0,05;0,012;0;0;0;"20%";;1,24;15,5;;;;N/A;
"M1S11P45";8/5/2020 10:55:34;15,4;22,7;0,1;61,8;">>>>";1020;;;;"3___";;12;;;;;0,28;-0,735;0;0;0;0,07;0,021;0;0;0;"0%";;0,68;61,42;;;;N/A;
"M1S11P46";8/5/2020 10:59:44;57,5;39,6;0;2,9;">>>>";1020;;;;"3___";;954;;;;;-1,75;1,428;0;0;0;0,01;0,012;0;0;0;"20%";;1,45;2,9;;;;N/A;
"M1S11P44";8/5/2020 11:03:14;55,1;40,1;0;4,8;">>>>";1020;;;;"3___";;208;;;;;-0,06;0,124;0;0;0;0,18;-0,016;0;0;0;"20%";;1,37;4,8;;;;N/A;
"M1S11P41";8/5/2020 11:05:04;55,7;42,7;0;1,6;">>>>";1021;;;;"3___";;106;;;;;-0,29;0,436;0;0;0;1,05;-1,353;0;0;0;"20%";;1,3;1,6;;;;N/A;
"M1S11P32";8/5/2020 11:08:45;45,6;35;2,4;17;">>>>";1021;;;;"3___";;78;;;;;-1,55;2,091;0;0;0;-4,97;5,148;0;0;0;"20%";;1,3;7,93;;;;N/A;
"M1S11P38";8/5/2020 11:12:06;52;40,1;0,6;7,3;">>>>";1021;;;;"3___";;89;;;;;-9,35;9,833;0;0;0;-1,31;1,425;0;0;0;"20%";;1,3;5,03;;;;N/A;
"M1S11P35";8/5/2020 11:13:52;58,2;38,9;0;2,9;">>>>";1021;;;;"3___";;220;;;;;-0,17;0,597;0;0;0;0,02;0,007;0;0;0;"20%";;1,5;2,9;;;;N/A;
"M1S11P06";8/5/2020 11:18:01;56,3;40,7;0;3;">>>>";1022;;;;"3___";;109;;;;;-44,47;">>>>";0;0;0;-23,36;23,417;0;0;0;"50%";;1,38;3,0;;;;N/A;
"M1S11K01";8/5/2020 11:24:30;42,7;34,4;2,2;20,7;">>>>";1022;;;;"3___";;64;;;;;-97,07;">>>>";0;;"N/A";-97,12;">>>>";0;;"N/A";;;1,24;12,38;;;;N/A;
